type,client,tx,amount
withdrawal,97,3501,1.0
withdrawal,35,3502,1.0
deposit,1,3503,6.0
withdrawal,22,3504,2.55
withdrawal,28,3505,2.55
deposit,72,3506,6.0
deposit,34,3507,6.0
withdrawal,72,3508,2.0
withdrawal,80,3509,2.0
deposit,70,3510,6.0
deposit,2,3511,3.0
withdrawal,61,3512,2.0
deposit,67,3513,4.65
deposit,49,3514,3.0
deposit,5,3515,6.0
deposit,47,3516,3.0
deposit,65,3517,3.0
deposit,49,3518,3.0
withdrawal,80,3519,2.55
deposit,97,3520,7.6499999999999995
deposit,39,3521,3.0
deposit,61,3522,7.6499999999999995
withdrawal,12,3523,2.55
deposit,13,3524,6.0
deposit,23,3525,7.6499999999999995
deposit,15,3526,4.65
deposit,79,3527,6.0
withdrawal,7,3528,1.0
withdrawal,66,3529,1.55
deposit,86,3530,4.65
withdrawal,94,3531,2.0
deposit,50,3532,3.0
deposit,72,3533,6.0
deposit,56,3534,4.65
deposit,51,3535,6.0
deposit,13,3536,4.65
deposit,24,3537,3.0
deposit,86,3538,7.6499999999999995
deposit,46,3539,4.65
withdrawal,2,3540,2.0
deposit,67,3541,7.6499999999999995
withdrawal,12,3542,1.0
deposit,75,3543,4.65
withdrawal,42,3544,1.55
withdrawal,95,3545,2.55
deposit,4,3546,4.65
deposit,27,3547,6.0
withdrawal,29,3548,2.0
withdrawal,28,3549,2.0
deposit,75,3550,7.6499999999999995
deposit,37,3551,6.0
deposit,3,3552,4.65
deposit,36,3553,4.65
withdrawal,54,3554,2.0
deposit,16,3555,6.0
withdrawal,30,3556,1.55
deposit,25,3557,7.6499999999999995
deposit,24,3558,7.6499999999999995
deposit,75,3559,6.0
deposit,87,3560,7.6499999999999995
deposit,20,3561,4.65
withdrawal,63,3562,1.0
deposit,95,3563,7.6499999999999995
withdrawal,41,3564,2.0
withdrawal,23,3565,1.55
deposit,57,3566,3.0
withdrawal,7,3567,2.0
withdrawal,2,3568,2.55
withdrawal,58,3569,1.55
withdrawal,57,3570,2.55
withdrawal,30,3571,1.55
withdrawal,61,3572,2.0
deposit,27,3573,6.0
withdrawal,84,3574,2.55
deposit,19,3575,6.0
withdrawal,93,3576,2.0
deposit,31,3577,3.0
withdrawal,58,3578,1.0
deposit,73,3579,6.0
deposit,15,3580,7.6499999999999995
withdrawal,56,3581,1.0
withdrawal,66,3582,1.0
deposit,71,3583,6.0
deposit,96,3584,7.6499999999999995
deposit,82,3585,4.65
withdrawal,73,3586,1.55
deposit,73,3587,3.0
withdrawal,84,3588,2.55
withdrawal,49,3589,2.55
withdrawal,67,3590,2.55
withdrawal,86,3591,1.55
withdrawal,83,3592,1.0
withdrawal,99,3593,2.0
deposit,85,3594,7.6499999999999995
withdrawal,60,3595,2.55
deposit,90,3596,4.65
withdrawal,25,3597,1.55
deposit,20,3598,3.0
withdrawal,3,3599,1.0
deposit,95,3600,4.65
withdrawal,42,3601,2.0
withdrawal,55,3602,1.55
deposit,81,3603,6.0
withdrawal,13,3604,1.55
deposit,80,3605,7.6499999999999995
withdrawal,70,3606,2.55
deposit,80,3607,4.65
deposit,51,3608,7.6499999999999995
withdrawal,87,3609,1.55
deposit,92,3610,6.0
deposit,13,3611,6.0
deposit,92,3612,7.6499999999999995
withdrawal,14,3613,1.55
withdrawal,98,3614,2.0
withdrawal,74,3615,2.55
deposit,80,3616,6.0
withdrawal,49,3617,1.0
withdrawal,88,3618,2.55
withdrawal,11,3619,1.0
deposit,71,3620,4.65
deposit,51,3621,6.0
deposit,99,3622,7.6499999999999995
deposit,51,3623,4.65
withdrawal,8,3624,2.55
withdrawal,60,3625,1.55
withdrawal,39,3626,2.0
withdrawal,65,3627,2.55
withdrawal,88,3628,2.0
withdrawal,35,3629,2.55
withdrawal,55,3630,2.55
withdrawal,59,3631,2.55
deposit,85,3632,7.6499999999999995
withdrawal,31,3633,1.0
deposit,71,3634,6.0
deposit,32,3635,3.0
withdrawal,22,3636,1.0
withdrawal,64,3637,2.55
deposit,8,3638,3.0
withdrawal,24,3639,1.55
deposit,71,3640,4.65
withdrawal,64,3641,1.55
withdrawal,98,3642,1.55
withdrawal,17,3643,2.0
withdrawal,28,3644,1.55
deposit,10,3645,3.0
deposit,14,3646,6.0
withdrawal,15,3647,1.55
withdrawal,85,3648,1.0
withdrawal,27,3649,2.55
withdrawal,20,3650,2.55
withdrawal,28,3651,2.0
deposit,76,3652,3.0
withdrawal,21,3653,1.55
deposit,61,3654,7.6499999999999995
withdrawal,9,3655,2.55
deposit,92,3656,3.0
withdrawal,26,3657,2.55
deposit,3,3658,3.0
deposit,13,3659,6.0
deposit,43,3660,4.65
withdrawal,45,3661,1.0
withdrawal,68,3662,2.55
withdrawal,31,3663,2.55
deposit,7,3664,3.0
deposit,10,3665,3.0
deposit,94,3666,6.0
deposit,98,3667,3.0
withdrawal,47,3668,2.55
withdrawal,34,3669,2.55
withdrawal,3,3670,1.55
withdrawal,58,3671,2.0
withdrawal,48,3672,1.0
withdrawal,20,3673,1.0
deposit,68,3674,4.65
withdrawal,50,3675,2.0
withdrawal,4,3676,2.55
withdrawal,74,3677,2.0
deposit,25,3678,4.65
deposit,67,3679,7.6499999999999995
withdrawal,31,3680,2.55
deposit,14,3681,3.0
deposit,49,3682,6.0
withdrawal,27,3683,1.55
withdrawal,55,3684,2.0
deposit,16,3685,7.6499999999999995
withdrawal,64,3686,1.0
withdrawal,9,3687,2.55
deposit,56,3688,6.0
deposit,81,3689,3.0
withdrawal,53,3690,2.55
withdrawal,9,3691,1.55
withdrawal,68,3692,1.0
deposit,2,3693,4.65
deposit,46,3694,6.0
withdrawal,27,3695,2.0
deposit,15,3696,3.0
withdrawal,4,3697,2.55
withdrawal,30,3698,1.0
deposit,15,3699,7.6499999999999995
withdrawal,81,3700,2.55
deposit,34,3701,6.0
withdrawal,99,3702,2.55
deposit,54,3703,7.6499999999999995
withdrawal,41,3704,1.0
deposit,33,3705,7.6499999999999995
withdrawal,61,3706,2.55
withdrawal,90,3707,2.0
deposit,54,3708,3.0
withdrawal,63,3709,2.55
deposit,36,3710,6.0
deposit,75,3711,4.65
deposit,68,3712,4.65
withdrawal,52,3713,2.55
withdrawal,43,3714,1.0
deposit,64,3715,6.0
withdrawal,15,3716,2.55
withdrawal,74,3717,1.55
deposit,87,3718,7.6499999999999995
withdrawal,63,3719,2.0
deposit,46,3720,3.0
withdrawal,43,3721,1.55
withdrawal,19,3722,1.0
deposit,25,3723,7.6499999999999995
deposit,89,3724,7.6499999999999995
withdrawal,55,3725,2.55
withdrawal,25,3726,2.0
withdrawal,44,3727,1.0
deposit,93,3728,3.0
deposit,31,3729,3.0
deposit,88,3730,7.6499999999999995
deposit,84,3731,6.0
withdrawal,16,3732,2.55
deposit,40,3733,6.0
deposit,16,3734,4.65
deposit,19,3735,7.6499999999999995
withdrawal,98,3736,2.55
withdrawal,56,3737,2.0
withdrawal,33,3738,1.55
deposit,85,3739,4.65
withdrawal,72,3740,1.0
deposit,83,3741,7.6499999999999995
deposit,66,3742,7.6499999999999995
withdrawal,4,3743,2.55
deposit,56,3744,4.65
withdrawal,76,3745,2.0
withdrawal,40,3746,2.55
withdrawal,64,3747,2.55
deposit,34,3748,6.0
deposit,18,3749,7.6499999999999995
deposit,30,3750,4.65
deposit,69,3751,7.6499999999999995
withdrawal,19,3752,2.0
deposit,26,3753,3.0
deposit,67,3754,7.6499999999999995
withdrawal,83,3755,2.55
deposit,74,3756,3.0
deposit,94,3757,7.6499999999999995
withdrawal,98,3758,1.0
withdrawal,30,3759,2.55
withdrawal,8,3760,2.0
withdrawal,96,3761,1.0
deposit,81,3762,3.0
withdrawal,11,3763,2.55
withdrawal,71,3764,1.0
withdrawal,78,3765,2.0
withdrawal,86,3766,2.55
deposit,16,3767,6.0
withdrawal,43,3768,1.55
deposit,97,3769,6.0
deposit,61,3770,4.65
withdrawal,26,3771,1.0
withdrawal,44,3772,1.55
deposit,7,3773,4.65
deposit,35,3774,3.0
deposit,88,3775,4.65
deposit,92,3776,6.0
deposit,32,3777,6.0
withdrawal,63,3778,2.0
withdrawal,94,3779,1.55
deposit,57,3780,3.0
withdrawal,57,3781,2.0
deposit,31,3782,6.0
deposit,44,3783,7.6499999999999995
withdrawal,41,3784,1.0
withdrawal,94,3785,1.55
deposit,46,3786,4.65
withdrawal,40,3787,1.55
withdrawal,56,3788,1.55
withdrawal,83,3789,2.55
deposit,93,3790,3.0
withdrawal,35,3791,2.55
deposit,44,3792,7.6499999999999995
deposit,2,3793,7.6499999999999995
deposit,62,3794,3.0
withdrawal,6,3795,1.55
withdrawal,17,3796,2.55
withdrawal,17,3797,1.55
withdrawal,1,3798,2.0
withdrawal,21,3799,1.55
deposit,27,3800,3.0
deposit,40,3801,3.0
withdrawal,17,3802,1.55
deposit,47,3803,6.0
deposit,98,3804,6.0
withdrawal,13,3805,2.55
withdrawal,83,3806,2.55
deposit,67,3807,7.6499999999999995
withdrawal,85,3808,2.55
withdrawal,30,3809,1.0
deposit,2,3810,3.0
withdrawal,73,3811,1.0
withdrawal,60,3812,1.0
deposit,91,3813,7.6499999999999995
deposit,6,3814,7.6499999999999995
deposit,21,3815,6.0
withdrawal,74,3816,2.0
withdrawal,69,3817,2.0
withdrawal,86,3818,2.55
withdrawal,40,3819,2.0
withdrawal,33,3820,2.55
withdrawal,97,3821,2.55
deposit,4,3822,4.65
withdrawal,42,3823,1.0
withdrawal,81,3824,2.0
deposit,60,3825,4.65
withdrawal,93,3826,2.0
withdrawal,15,3827,2.55
withdrawal,39,3828,2.55
withdrawal,49,3829,2.0
deposit,71,3830,4.65
withdrawal,2,3831,1.0
deposit,66,3832,7.6499999999999995
deposit,70,3833,4.65
deposit,12,3834,4.65
withdrawal,38,3835,1.55
withdrawal,20,3836,1.0
deposit,48,3837,6.0
deposit,78,3838,6.0
withdrawal,97,3839,1.0
deposit,37,3840,4.65
withdrawal,69,3841,2.55
deposit,39,3842,4.65
deposit,10,3843,3.0
deposit,51,3844,3.0
withdrawal,98,3845,1.0
withdrawal,27,3846,2.55
deposit,21,3847,7.6499999999999995
withdrawal,41,3848,1.0
deposit,34,3849,3.0
withdrawal,17,3850,2.55
withdrawal,68,3851,1.0
withdrawal,58,3852,1.55
deposit,40,3853,6.0
withdrawal,92,3854,1.0
withdrawal,34,3855,1.55
withdrawal,53,3856,1.55
withdrawal,65,3857,1.0
withdrawal,51,3858,2.55
withdrawal,54,3859,1.0
withdrawal,48,3860,1.55
deposit,91,3861,6.0
deposit,21,3862,3.0
deposit,36,3863,7.6499999999999995
deposit,28,3864,6.0
withdrawal,99,3865,2.0
withdrawal,41,3866,2.0
withdrawal,76,3867,1.0
withdrawal,82,3868,2.0
deposit,86,3869,6.0
deposit,40,3870,3.0
withdrawal,67,3871,1.0
deposit,68,3872,4.65
deposit,64,3873,3.0
withdrawal,39,3874,1.55
withdrawal,40,3875,2.0
withdrawal,4,3876,2.0
deposit,42,3877,6.0
deposit,46,3878,3.0
deposit,34,3879,3.0
withdrawal,14,3880,2.0
withdrawal,85,3881,1.55
deposit,12,3882,7.6499999999999995
withdrawal,49,3883,1.55
withdrawal,64,3884,1.0
deposit,21,3885,3.0
deposit,50,3886,3.0
deposit,12,3887,7.6499999999999995
deposit,74,3888,3.0
deposit,91,3889,3.0
withdrawal,55,3890,2.55
deposit,64,3891,6.0
withdrawal,58,3892,2.0
withdrawal,23,3893,1.55
withdrawal,11,3894,2.0
deposit,23,3895,3.0
deposit,85,3896,7.6499999999999995
withdrawal,81,3897,1.55
withdrawal,62,3898,1.0
deposit,64,3899,3.0
withdrawal,21,3900,2.55
deposit,68,3901,3.0
deposit,68,3902,7.6499999999999995
withdrawal,53,3903,2.55
withdrawal,34,3904,2.0
withdrawal,62,3905,2.0
deposit,25,3906,4.65
deposit,36,3907,4.65
withdrawal,49,3908,1.55
withdrawal,5,3909,1.55
deposit,75,3910,7.6499999999999995
withdrawal,68,3911,2.55
deposit,36,3912,7.6499999999999995
deposit,47,3913,3.0
withdrawal,57,3914,1.55
withdrawal,46,3915,2.0
deposit,10,3916,7.6499999999999995
withdrawal,71,3917,2.55
withdrawal,59,3918,2.55
deposit,83,3919,4.65
withdrawal,35,3920,2.55
withdrawal,43,3921,1.55
deposit,65,3922,6.0
deposit,82,3923,7.6499999999999995
deposit,27,3924,6.0
withdrawal,23,3925,1.0
deposit,3,3926,7.6499999999999995
deposit,2,3927,7.6499999999999995
withdrawal,85,3928,1.0
deposit,18,3929,4.65
withdrawal,57,3930,2.0
deposit,46,3931,3.0
withdrawal,82,3932,1.0
withdrawal,42,3933,2.0
withdrawal,94,3934,1.0
deposit,35,3935,7.6499999999999995
withdrawal,73,3936,2.55
deposit,29,3937,6.0
deposit,69,3938,6.0
withdrawal,53,3939,2.0
deposit,82,3940,7.6499999999999995
deposit,9,3941,6.0
withdrawal,82,3942,2.55
deposit,24,3943,4.65
deposit,40,3944,3.0
deposit,73,3945,7.6499999999999995
deposit,69,3946,7.6499999999999995
deposit,71,3947,4.65
withdrawal,36,3948,1.0
withdrawal,27,3949,1.0
deposit,65,3950,7.6499999999999995
deposit,77,3951,4.65
deposit,44,3952,7.6499999999999995
deposit,80,3953,4.65
deposit,10,3954,6.0
deposit,86,3955,3.0
withdrawal,5,3956,1.55
deposit,66,3957,6.0
withdrawal,70,3958,1.0
withdrawal,70,3959,2.0
withdrawal,74,3960,1.55
deposit,70,3961,3.0
withdrawal,7,3962,1.55
deposit,53,3963,6.0
withdrawal,29,3964,1.0
deposit,25,3965,6.0
withdrawal,78,3966,1.0
withdrawal,46,3967,2.55
withdrawal,77,3968,2.0
withdrawal,63,3969,2.55
withdrawal,29,3970,2.55
deposit,6,3971,3.0
deposit,84,3972,6.0
withdrawal,2,3973,2.55
deposit,7,3974,3.0
withdrawal,16,3975,2.55
withdrawal,72,3976,1.0
deposit,84,3977,6.0
withdrawal,85,3978,2.0
withdrawal,20,3979,2.55
deposit,74,3980,7.6499999999999995
withdrawal,75,3981,2.0
deposit,75,3982,7.6499999999999995
deposit,14,3983,3.0
withdrawal,65,3984,2.55
deposit,57,3985,7.6499999999999995
deposit,20,3986,4.65
withdrawal,62,3987,1.0
withdrawal,92,3988,2.55
withdrawal,4,3989,2.0
withdrawal,20,3990,1.55
withdrawal,14,3991,2.0
withdrawal,19,3992,2.0
deposit,65,3993,6.0
withdrawal,78,3994,2.55
deposit,91,3995,6.0
withdrawal,95,3996,2.0
withdrawal,5,3997,1.0
deposit,36,3998,3.0
deposit,5,3999,3.0
deposit,28,4000,6.0
deposit,48,4001,7.6499999999999995
withdrawal,31,4002,1.0
withdrawal,48,4003,1.55
deposit,25,4004,6.0
withdrawal,44,4005,2.55
deposit,65,4006,7.6499999999999995
withdrawal,29,4007,1.55
deposit,17,4008,3.0
deposit,83,4009,6.0
deposit,30,4010,4.65
deposit,77,4011,6.0
deposit,42,4012,6.0
withdrawal,3,4013,1.55
withdrawal,88,4014,1.0
withdrawal,8,4015,1.0
withdrawal,83,4016,1.55
deposit,96,4017,4.65
withdrawal,39,4018,1.55
deposit,61,4019,4.65
withdrawal,34,4020,1.0
deposit,15,4021,6.0
deposit,33,4022,3.0
withdrawal,72,4023,2.0
deposit,63,4024,3.0
withdrawal,86,4025,1.55
deposit,43,4026,3.0
withdrawal,29,4027,2.55
withdrawal,63,4028,1.55
withdrawal,96,4029,2.0
withdrawal,28,4030,2.55
deposit,96,4031,7.6499999999999995
deposit,84,4032,6.0
withdrawal,99,4033,1.55
deposit,80,4034,4.65
deposit,40,4035,4.65
withdrawal,99,4036,1.0
deposit,61,4037,7.6499999999999995
withdrawal,22,4038,1.55
withdrawal,41,4039,2.55
deposit,7,4040,7.6499999999999995
deposit,18,4041,4.65
deposit,26,4042,6.0
deposit,10,4043,3.0
deposit,72,4044,6.0
deposit,51,4045,3.0
withdrawal,37,4046,2.55
withdrawal,14,4047,2.0
withdrawal,84,4048,2.55
withdrawal,20,4049,1.0
withdrawal,89,4050,2.0
withdrawal,78,4051,1.0
deposit,48,4052,3.0
deposit,56,4053,6.0
withdrawal,49,4054,2.55
withdrawal,68,4055,1.55
withdrawal,47,4056,2.55
deposit,58,4057,4.65
deposit,81,4058,6.0
deposit,86,4059,6.0
deposit,62,4060,6.0
deposit,60,4061,3.0
deposit,19,4062,7.6499999999999995
deposit,26,4063,4.65
withdrawal,18,4064,2.0
withdrawal,89,4065,1.55
withdrawal,41,4066,2.55
withdrawal,7,4067,2.55
withdrawal,29,4068,1.0
withdrawal,5,4069,1.55
withdrawal,42,4070,2.55
withdrawal,70,4071,2.55
deposit,63,4072,7.6499999999999995
withdrawal,41,4073,1.0
withdrawal,55,4074,2.0
deposit,16,4075,3.0
deposit,59,4076,7.6499999999999995
withdrawal,81,4077,1.0
deposit,2,4078,3.0
deposit,49,4079,7.6499999999999995
withdrawal,22,4080,1.0
withdrawal,27,4081,2.55
deposit,25,4082,6.0
deposit,8,4083,4.65
withdrawal,40,4084,2.0
withdrawal,97,4085,1.0
withdrawal,64,4086,1.0
withdrawal,18,4087,2.0
withdrawal,24,4088,2.0
withdrawal,93,4089,1.0
deposit,41,4090,7.6499999999999995
deposit,88,4091,6.0
withdrawal,62,4092,1.55
withdrawal,55,4093,1.0
withdrawal,95,4094,1.0
withdrawal,13,4095,1.0
deposit,7,4096,6.0
deposit,29,4097,6.0
deposit,22,4098,6.0
withdrawal,51,4099,2.55
deposit,27,4100,6.0
deposit,86,4101,6.0
deposit,64,4102,7.6499999999999995
withdrawal,56,4103,2.0
deposit,40,4104,6.0
withdrawal,20,4105,2.55
deposit,23,4106,7.6499999999999995
withdrawal,91,4107,1.0
withdrawal,53,4108,1.0
deposit,75,4109,4.65
deposit,99,4110,6.0
deposit,12,4111,3.0
withdrawal,96,4112,1.0
withdrawal,32,4113,2.0
deposit,39,4114,3.0
deposit,67,4115,4.65
withdrawal,3,4116,2.55
withdrawal,40,4117,1.55
withdrawal,84,4118,1.55
withdrawal,80,4119,1.55
deposit,40,4120,6.0
withdrawal,3,4121,1.55
deposit,85,4122,4.65
deposit,77,4123,3.0
withdrawal,48,4124,2.0
deposit,74,4125,3.0
deposit,45,4126,7.6499999999999995
withdrawal,36,4127,2.55
withdrawal,78,4128,1.0
withdrawal,28,4129,2.55
withdrawal,68,4130,2.55
withdrawal,44,4131,1.55
withdrawal,82,4132,1.55
withdrawal,90,4133,2.0
deposit,99,4134,6.0
deposit,25,4135,3.0
withdrawal,44,4136,2.55
deposit,20,4137,6.0
withdrawal,49,4138,1.0
deposit,84,4139,4.65
deposit,34,4140,4.65
withdrawal,20,4141,2.55
withdrawal,89,4142,2.55
withdrawal,68,4143,1.0
deposit,20,4144,3.0
deposit,67,4145,6.0
deposit,31,4146,6.0
withdrawal,46,4147,2.0
deposit,73,4148,4.65
deposit,90,4149,3.0
deposit,16,4150,4.65
deposit,67,4151,4.65
withdrawal,61,4152,2.0
withdrawal,95,4153,1.0
withdrawal,66,4154,1.0
withdrawal,9,4155,1.0
withdrawal,8,4156,2.0
deposit,74,4157,3.0
withdrawal,22,4158,2.0
withdrawal,37,4159,1.0
withdrawal,93,4160,2.55
withdrawal,67,4161,1.0
withdrawal,83,4162,2.55
deposit,48,4163,7.6499999999999995
withdrawal,35,4164,2.55
withdrawal,6,4165,2.0
withdrawal,28,4166,2.0
withdrawal,48,4167,2.55
withdrawal,15,4168,1.0
deposit,57,4169,6.0
deposit,52,4170,7.6499999999999995
withdrawal,31,4171,2.0
deposit,15,4172,3.0
deposit,54,4173,6.0
withdrawal,46,4174,2.0
withdrawal,79,4175,2.55
deposit,83,4176,3.0
withdrawal,77,4177,1.0
deposit,67,4178,6.0
withdrawal,5,4179,1.55
deposit,17,4180,7.6499999999999995
withdrawal,84,4181,2.0
withdrawal,26,4182,1.55
withdrawal,1,4183,2.0
deposit,46,4184,7.6499999999999995
withdrawal,38,4185,2.0
deposit,9,4186,7.6499999999999995
withdrawal,78,4187,2.55
deposit,11,4188,4.65
deposit,54,4189,4.65
deposit,45,4190,4.65
deposit,69,4191,4.65
deposit,89,4192,4.65
withdrawal,29,4193,2.0
deposit,74,4194,6.0
deposit,43,4195,6.0
withdrawal,81,4196,2.55
deposit,39,4197,7.6499999999999995
withdrawal,94,4198,1.0
withdrawal,75,4199,1.55
withdrawal,23,4200,2.55
withdrawal,75,4201,1.55
withdrawal,27,4202,1.0
deposit,35,4203,7.6499999999999995
withdrawal,90,4204,2.55
deposit,88,4205,7.6499999999999995
withdrawal,40,4206,2.55
withdrawal,9,4207,1.55
deposit,86,4208,4.65
deposit,56,4209,6.0
deposit,97,4210,3.0
deposit,55,4211,6.0
deposit,12,4212,4.65
withdrawal,40,4213,2.55
deposit,52,4214,3.0
deposit,73,4215,7.6499999999999995
withdrawal,13,4216,2.55
deposit,54,4217,4.65
deposit,98,4218,6.0
deposit,56,4219,6.0
deposit,5,4220,3.0
withdrawal,32,4221,2.55
withdrawal,29,4222,1.55
withdrawal,40,4223,2.0
withdrawal,52,4224,2.0
deposit,2,4225,4.65
deposit,80,4226,3.0
withdrawal,33,4227,1.0
deposit,10,4228,7.6499999999999995
deposit,18,4229,7.6499999999999995
deposit,96,4230,6.0
deposit,72,4231,4.65
withdrawal,48,4232,1.0
withdrawal,44,4233,1.55
deposit,99,4234,7.6499999999999995
withdrawal,16,4235,2.55
deposit,9,4236,4.65
deposit,21,4237,6.0
withdrawal,16,4238,1.55
withdrawal,14,4239,1.0
deposit,32,4240,4.65
withdrawal,33,4241,2.0
withdrawal,59,4242,2.55
withdrawal,32,4243,1.0
withdrawal,9,4244,2.55
deposit,63,4245,3.0
withdrawal,57,4246,2.0
deposit,34,4247,4.65
withdrawal,11,4248,1.55
deposit,48,4249,7.6499999999999995
withdrawal,69,4250,1.55
withdrawal,83,4251,2.0
deposit,80,4252,7.6499999999999995
withdrawal,15,4253,1.55
deposit,97,4254,7.6499999999999995
deposit,71,4255,7.6499999999999995
deposit,25,4256,7.6499999999999995
deposit,52,4257,6.0
deposit,41,4258,3.0
withdrawal,68,4259,1.0
withdrawal,38,4260,1.55
withdrawal,92,4261,1.0
withdrawal,20,4262,1.0
deposit,99,4263,6.0
deposit,36,4264,6.0
withdrawal,75,4265,2.55
withdrawal,85,4266,1.0
withdrawal,79,4267,2.0
withdrawal,76,4268,2.55
deposit,58,4269,4.65
deposit,25,4270,7.6499999999999995
withdrawal,22,4271,2.0
withdrawal,69,4272,2.55
deposit,63,4273,3.0
withdrawal,9,4274,1.0
deposit,87,4275,4.65
withdrawal,98,4276,1.0
withdrawal,67,4277,2.0
withdrawal,72,4278,2.55
withdrawal,16,4279,1.0
deposit,83,4280,6.0
withdrawal,14,4281,2.55
withdrawal,85,4282,1.55
deposit,10,4283,7.6499999999999995
deposit,33,4284,3.0
deposit,51,4285,3.0
withdrawal,70,4286,2.0
deposit,40,4287,3.0
deposit,56,4288,4.65
withdrawal,91,4289,1.55
deposit,56,4290,3.0
withdrawal,73,4291,1.0
withdrawal,85,4292,1.0
deposit,55,4293,3.0
deposit,26,4294,4.65
deposit,73,4295,4.65
deposit,14,4296,7.6499999999999995
deposit,87,4297,4.65
deposit,52,4298,6.0
withdrawal,89,4299,2.55
deposit,92,4300,6.0
deposit,22,4301,7.6499999999999995
deposit,47,4302,3.0
withdrawal,84,4303,2.0
deposit,25,4304,3.0
deposit,95,4305,4.65
deposit,87,4306,7.6499999999999995
deposit,97,4307,6.0
withdrawal,70,4308,1.0
withdrawal,98,4309,1.55
deposit,38,4310,3.0
withdrawal,18,4311,1.55
deposit,64,4312,6.0
deposit,8,4313,3.0
deposit,13,4314,6.0
withdrawal,93,4315,1.55
withdrawal,33,4316,1.55
withdrawal,70,4317,2.0
withdrawal,66,4318,2.55
deposit,11,4319,4.65
deposit,20,4320,6.0
deposit,37,4321,6.0
deposit,74,4322,6.0
deposit,42,4323,4.65
deposit,57,4324,3.0
deposit,22,4325,4.65
withdrawal,71,4326,2.0
deposit,90,4327,7.6499999999999995
deposit,33,4328,3.0
deposit,56,4329,7.6499999999999995
deposit,7,4330,7.6499999999999995
withdrawal,19,4331,1.0
withdrawal,70,4332,2.0
withdrawal,92,4333,2.55
deposit,48,4334,6.0
deposit,59,4335,4.65
deposit,31,4336,6.0
deposit,59,4337,7.6499999999999995
withdrawal,23,4338,2.55
deposit,2,4339,6.0
deposit,91,4340,7.6499999999999995
deposit,68,4341,3.0
deposit,1,4342,6.0
deposit,87,4343,3.0
deposit,27,4344,3.0
withdrawal,13,4345,2.0
deposit,91,4346,3.0
withdrawal,86,4347,2.55
withdrawal,25,4348,2.55
withdrawal,28,4349,1.0
withdrawal,87,4350,2.55
deposit,72,4351,4.65
deposit,35,4352,6.0
deposit,61,4353,7.6499999999999995
withdrawal,70,4354,2.55
deposit,32,4355,3.0
deposit,78,4356,6.0
deposit,92,4357,7.6499999999999995
withdrawal,60,4358,1.0
withdrawal,26,4359,1.0
withdrawal,18,4360,2.0
withdrawal,62,4361,2.55
deposit,59,4362,7.6499999999999995
deposit,83,4363,4.65
withdrawal,27,4364,2.55
withdrawal,89,4365,2.55
deposit,50,4366,4.65
withdrawal,42,4367,2.55
deposit,49,4368,3.0
deposit,13,4369,4.65
deposit,89,4370,6.0
withdrawal,58,4371,1.55
withdrawal,65,4372,2.0
withdrawal,81,4373,2.55
deposit,76,4374,6.0
deposit,68,4375,3.0
withdrawal,3,4376,1.0
deposit,58,4377,6.0
deposit,84,4378,4.65
deposit,53,4379,3.0
deposit,97,4380,6.0
deposit,98,4381,7.6499999999999995
deposit,35,4382,4.65
withdrawal,83,4383,1.55
withdrawal,88,4384,2.0
withdrawal,43,4385,1.0
deposit,28,4386,6.0
withdrawal,37,4387,2.55
withdrawal,58,4388,1.0
deposit,97,4389,4.65
deposit,11,4390,3.0
withdrawal,81,4391,2.0
withdrawal,10,4392,1.0
deposit,14,4393,6.0
withdrawal,80,4394,1.0
deposit,39,4395,6.0
withdrawal,14,4396,2.0
deposit,17,4397,6.0
withdrawal,11,4398,2.55
withdrawal,33,4399,2.55
deposit,98,4400,7.6499999999999995
withdrawal,40,4401,2.55
withdrawal,35,4402,2.55
deposit,80,4403,4.65
withdrawal,93,4404,2.0
withdrawal,58,4405,2.0
deposit,52,4406,3.0
deposit,7,4407,6.0
deposit,95,4408,7.6499999999999995
deposit,46,4409,6.0
withdrawal,15,4410,2.0
deposit,30,4411,6.0
deposit,29,4412,6.0
withdrawal,33,4413,1.0
deposit,74,4414,6.0
withdrawal,4,4415,2.55
withdrawal,97,4416,2.55
withdrawal,7,4417,1.55
withdrawal,73,4418,2.55
withdrawal,37,4419,1.55
deposit,60,4420,4.65
deposit,99,4421,3.0
deposit,96,4422,3.0
deposit,84,4423,4.65
deposit,19,4424,7.6499999999999995
withdrawal,2,4425,1.0
deposit,81,4426,7.6499999999999995
withdrawal,1,4427,2.0
deposit,52,4428,3.0
withdrawal,71,4429,2.0
deposit,51,4430,4.65
deposit,64,4431,7.6499999999999995
deposit,50,4432,4.65
withdrawal,73,4433,2.0
deposit,20,4434,6.0
deposit,77,4435,3.0
withdrawal,88,4436,2.55
withdrawal,79,4437,1.0
deposit,48,4438,3.0
deposit,46,4439,4.65
deposit,83,4440,6.0
deposit,25,4441,7.6499999999999995
deposit,93,4442,6.0
deposit,21,4443,7.6499999999999995
deposit,54,4444,7.6499999999999995
withdrawal,26,4445,1.55
withdrawal,65,4446,2.0
withdrawal,17,4447,2.55
deposit,69,4448,4.65
withdrawal,95,4449,1.0
withdrawal,65,4450,1.55
